,playlist,id,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,Its time,2FoahzOSxJnalPA8aBUme3,all of me,Rap,0.652,0.806,5,-5.707,0,0.302,0.122,1.08e-05,0.842,0.779,159.947,audio_features,spotify:track:2FoahzOSxJnalPA8aBUme3,https://api.spotify.com/v1/tracks/2FoahzOSxJnalPA8aBUme3,https://api.spotify.com/v1/audio-analysis/2FoahzOSxJnalPA8aBUme3,198293,4
1,Its time,6x9pCndnXEoea0CMcfjs9W,n.h.i.e.,Rap,0.818,0.512,5,-9.056,0,0.0884,0.0963,0.0371,0.11,0.153,131.974,audio_features,spotify:track:6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/tracks/6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/audio-analysis/6x9pCndnXEoea0CMcfjs9W,143719,4
2,Its time,2FDTHlrBguDzQkp7PVj16Q,Sprinter,Rap,0.918,0.681,1,-4.705,1,0.201,0.263,0.0,0.0615,0.706,139.057,audio_features,spotify:track:2FDTHlrBguDzQkp7PVj16Q,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q,https://api.spotify.com/v1/audio-analysis/2FDTHlrBguDzQkp7PVj16Q,229133,4
3,Its time,5KI7I4mEtulXcv5VQJaV35,just like me,Rap,0.701,0.653,1,-4.695,1,0.105,0.479,2.82e-05,0.306,0.505,82.984,audio_features,spotify:track:5KI7I4mEtulXcv5VQJaV35,https://api.spotify.com/v1/tracks/5KI7I4mEtulXcv5VQJaV35,https://api.spotify.com/v1/audio-analysis/5KI7I4mEtulXcv5VQJaV35,231338,4
4,Its time,4yLyVdEqV790aIXyGif85v,red sky,Rap,0.474,0.621,7,-8.253,0,0.103,0.187,0.0,0.16,0.396,114.314,audio_features,spotify:track:4yLyVdEqV790aIXyGif85v,https://api.spotify.com/v1/tracks/4yLyVdEqV790aIXyGif85v,https://api.spotify.com/v1/audio-analysis/4yLyVdEqV790aIXyGif85v,176835,4
5,Its time,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,Rap,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,audio_features,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591,4
6,Its time,2yUzr8Sr6ldG8vmHhZwTnz,née-nah,Rap,0.681,0.758,1,-6.524,1,0.188,0.00465,0.0,0.555,0.331,165.409,audio_features,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,https://api.spotify.com/v1/tracks/2yUzr8Sr6ldG8vmHhZwTnz,https://api.spotify.com/v1/audio-analysis/2yUzr8Sr6ldG8vmHhZwTnz,220584,4
7,Its time,52eIcoLUM25zbQupAZYoFh,redrum,Rap,0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,audio_features,spotify:track:52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,270698,4
8,Its time,50a8bKqlwDEqeiEknrzkTO,ball w/o you,Rap,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,audio_features,spotify:track:50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO,195047,4
9,Its time,02Cp3VTUWNed8hr69BhKz6,dark days,Rap,0.68,0.583,2,-5.351,0,0.174,0.229,1.37e-05,0.139,0.134,82.477,audio_features,spotify:track:02Cp3VTUWNed8hr69BhKz6,https://api.spotify.com/v1/tracks/02Cp3VTUWNed8hr69BhKz6,https://api.spotify.com/v1/audio-analysis/02Cp3VTUWNed8hr69BhKz6,295073,4
10,Its time,2tudvzsrR56uom6smgOcSf,Like That,Rap,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,audio_features,spotify:track:2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,267707,4
11,Its time,52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),Rap,0.858,0.641,1,-4.31,0,0.0954,0.111,2.12e-05,0.109,0.445,136.991,audio_features,spotify:track:52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/tracks/52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/audio-analysis/52NGJPcLUzQq5w7uv4e5gf,238253,4
12,Its time,77DRzu7ERs0TX3roZcre7Q,euphoria,Rap,0.831,0.643,1,-5.002,1,0.11,0.046,0.0,0.084,0.142,139.948,audio_features,spotify:track:77DRzu7ERs0TX3roZcre7Q,https://api.spotify.com/v1/tracks/77DRzu7ERs0TX3roZcre7Q,https://api.spotify.com/v1/audio-analysis/77DRzu7ERs0TX3roZcre7Q,383639,4
13,Its time,76gcXhY3Zv6wW0BTe9nHJo,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Rap,0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,audio_features,spotify:track:76gcXhY3Zv6wW0BTe9nHJo,https://api.spotify.com/v1/tracks/76gcXhY3Zv6wW0BTe9nHJo,https://api.spotify.com/v1/audio-analysis/76gcXhY3Zv6wW0BTe9nHJo,314836,4
14,Classical 2,4oviAMVnj3noW22hfvgFQS,Sylvia: Act III: Divertissement: Variation - Valse,Classical,0.346,0.0578,3,-22.644,1,0.0352,0.932,0.928,0.211,0.422,97.259,audio_features,spotify:track:4oviAMVnj3noW22hfvgFQS,https://api.spotify.com/v1/tracks/4oviAMVnj3noW22hfvgFQS,https://api.spotify.com/v1/audio-analysis/4oviAMVnj3noW22hfvgFQS,75107,3
15,Classical 2,5qSd3msvkNLLgwjm1O4ZQS,Confutatis,Classical,0.0,0.162,1,-20.024,0,0.0,0.986,0.319,0.124,0.0,0.0,audio_features,spotify:track:5qSd3msvkNLLgwjm1O4ZQS,https://api.spotify.com/v1/tracks/5qSd3msvkNLLgwjm1O4ZQS,https://api.spotify.com/v1/audio-analysis/5qSd3msvkNLLgwjm1O4ZQS,354040,0
16,Classical 2,3Dgmyz32dxvtxvUTPS0CUI,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",Classical,0.429,0.258,7,-16.967,0,0.0549,0.957,0.893,0.115,0.0972,78.809,audio_features,spotify:track:3Dgmyz32dxvtxvUTPS0CUI,https://api.spotify.com/v1/tracks/3Dgmyz32dxvtxvUTPS0CUI,https://api.spotify.com/v1/audio-analysis/3Dgmyz32dxvtxvUTPS0CUI,112353,1
17,Classical 2,1jSiCrX3a7ie9Okck6lL1R,Por Una Cabeza,Classical,0.387,0.258,7,-12.544,0,0.0395,0.939,0.0231,0.553,0.294,62.432,audio_features,spotify:track:1jSiCrX3a7ie9Okck6lL1R,https://api.spotify.com/v1/tracks/1jSiCrX3a7ie9Okck6lL1R,https://api.spotify.com/v1/audio-analysis/1jSiCrX3a7ie9Okck6lL1R,325640,4
18,Classical 2,28smE6qFUkhfUhEvvmSdQ1,"La Campanella, Op. 7 - Arr. August Wilhelmj: arr. August Wilhelmj",Classical,0.549,0.115,2,-22.146,1,0.0681,0.899,0.18,0.0944,0.409,101.822,audio_features,spotify:track:28smE6qFUkhfUhEvvmSdQ1,https://api.spotify.com/v1/tracks/28smE6qFUkhfUhEvvmSdQ1,https://api.spotify.com/v1/audio-analysis/28smE6qFUkhfUhEvvmSdQ1,369987,4
19,Classical 2,4vSdYf8zbPXtxKU1U0KnPj,"Schwanensee, Op. 20: Act II No. 10: Scene",Classical,0.16,0.156,4,-21.678,0,0.0412,0.949,0.916,0.115,0.0935,87.326,audio_features,spotify:track:4vSdYf8zbPXtxKU1U0KnPj,https://api.spotify.com/v1/tracks/4vSdYf8zbPXtxKU1U0KnPj,https://api.spotify.com/v1/audio-analysis/4vSdYf8zbPXtxKU1U0KnPj,136973,3
20,Classical 2,3sAYxq1986j3ydqLv6jwUJ,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",Classical,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,audio_features,spotify:track:3sAYxq1986j3ydqLv6jwUJ,https://api.spotify.com/v1/tracks/3sAYxq1986j3ydqLv6jwUJ,https://api.spotify.com/v1/audio-analysis/3sAYxq1986j3ydqLv6jwUJ,432533,0
21,Classical 2,3awXX3NCCFczArHPXTdrNk,"Lieder ohne Worte (Songs without Words), Book 1, Op. 19b: Lied ohne Worte (Song without Words) No. 6 in G Minor, Op. 19, No. 6, ""Venezianisches Gondellied"" (Venetian Gondola Song)",Classical,0.391,0.0356,7,-33.473,0,0.0461,0.995,0.892,0.0824,0.152,72.224,audio_features,spotify:track:3awXX3NCCFczArHPXTdrNk,https://api.spotify.com/v1/tracks/3awXX3NCCFczArHPXTdrNk,https://api.spotify.com/v1/audio-analysis/3awXX3NCCFczArHPXTdrNk,124533,1
22,Classical 2,7opr2zfaf0dnpAqYRjUspl,Carmen Suite No. 2 (Arr. E. Guiraud): II. Habanera,Classical,0.35,0.00493,2,-33.292,1,0.0418,0.962,0.315,0.101,0.484,126.841,audio_features,spotify:track:7opr2zfaf0dnpAqYRjUspl,https://api.spotify.com/v1/tracks/7opr2zfaf0dnpAqYRjUspl,https://api.spotify.com/v1/audio-analysis/7opr2zfaf0dnpAqYRjUspl,126107,4
23,Classical 2,2MgzyjSjEGONjLt9QwafTS,Flower duet from Lakme - Remasterisé en 1987,Classical,0.0,0.0412,11,-24.687,1,0.0,0.967,0.815,0.131,0.0,0.0,audio_features,spotify:track:2MgzyjSjEGONjLt9QwafTS,https://api.spotify.com/v1/tracks/2MgzyjSjEGONjLt9QwafTS,https://api.spotify.com/v1/audio-analysis/2MgzyjSjEGONjLt9QwafTS,259453,0
24,Classical 2,48IMWCI3FQ6tCTmRrGdPwj,"6 Violin Sonatas, Op. 10b No. 1 in F Major, J. 99: II. Romanza: Larghetto",Classical,0.216,0.0139,10,-28.092,1,0.0468,0.989,0.411,0.236,0.0504,83.166,audio_features,spotify:track:48IMWCI3FQ6tCTmRrGdPwj,https://api.spotify.com/v1/tracks/48IMWCI3FQ6tCTmRrGdPwj,https://api.spotify.com/v1/audio-analysis/48IMWCI3FQ6tCTmRrGdPwj,115067,3
25,Classical 2,6lo128WdLt7xP5Ejvsq1ym,Csárdás,Classical,0.381,0.47,2,-9.553,1,0.0517,0.688,0.025,0.0855,0.304,78.08,audio_features,spotify:track:6lo128WdLt7xP5Ejvsq1ym,https://api.spotify.com/v1/tracks/6lo128WdLt7xP5Ejvsq1ym,https://api.spotify.com/v1/audio-analysis/6lo128WdLt7xP5Ejvsq1ym,333533,4
26,Classical 2,5KNZME6ZAXNA4Ce6iOedU5,Camping,Classical,0.367,0.107,9,-20.273,0,0.0471,0.862,0.926,0.107,0.146,129.368,audio_features,spotify:track:5KNZME6ZAXNA4Ce6iOedU5,https://api.spotify.com/v1/tracks/5KNZME6ZAXNA4Ce6iOedU5,https://api.spotify.com/v1/audio-analysis/5KNZME6ZAXNA4Ce6iOedU5,78875,3
27,Classical 2,2WZNkbVqATzXscJ6VgYJeo,"Salut d'amour, Op. 12",Classical,0.172,0.131,4,-21.663,1,0.0468,0.898,0.0392,0.131,0.0476,95.309,audio_features,spotify:track:2WZNkbVqATzXscJ6VgYJeo,https://api.spotify.com/v1/tracks/2WZNkbVqATzXscJ6VgYJeo,https://api.spotify.com/v1/audio-analysis/2WZNkbVqATzXscJ6VgYJeo,174773,3
28,Classical 2,7y9ygf5AHcHwoSlnhFvF6F,I. Allegro molto appassionato,Classical,0.274,0.138,4,-21.723,0,0.0412,0.809,0.0387,0.098,0.121,105.346,audio_features,spotify:track:7y9ygf5AHcHwoSlnhFvF6F,https://api.spotify.com/v1/tracks/7y9ygf5AHcHwoSlnhFvF6F,https://api.spotify.com/v1/audio-analysis/7y9ygf5AHcHwoSlnhFvF6F,721200,4
29,Classical 2,6ShSq8Gs3LLkLszzolFEQ7,Funeral March in Memory of Victims of the Revolution for Solo Piano,Classical,0.588,0.153,11,-18.611,0,0.053,0.994,0.848,0.228,0.195,101.611,audio_features,spotify:track:6ShSq8Gs3LLkLszzolFEQ7,https://api.spotify.com/v1/tracks/6ShSq8Gs3LLkLszzolFEQ7,https://api.spotify.com/v1/audio-analysis/6ShSq8Gs3LLkLszzolFEQ7,82280,4
30,Classical 2,47Q17d4BITY1CdBg9sRxfx,"Winterreise, Op. 89, D. 911: No. 21, Tauschung (Arr. T. Zimmermann and H. Holl)",Classical,0.313,0.00693,9,-35.899,1,0.0439,0.992,0.821,0.0713,0.116,119.476,audio_features,spotify:track:47Q17d4BITY1CdBg9sRxfx,https://api.spotify.com/v1/tracks/47Q17d4BITY1CdBg9sRxfx,https://api.spotify.com/v1/audio-analysis/47Q17d4BITY1CdBg9sRxfx,84933,4
31,Classical 2,1zt1cHdEi9gb2khtISjUxq,"Carmen Fantasy, Op. 25: IV. Allegro moderato",Classical,0.391,0.0861,2,-21.971,1,0.0628,0.907,0.00133,0.532,0.268,110.053,audio_features,spotify:track:1zt1cHdEi9gb2khtISjUxq,https://api.spotify.com/v1/tracks/1zt1cHdEi9gb2khtISjUxq,https://api.spotify.com/v1/audio-analysis/1zt1cHdEi9gb2khtISjUxq,124027,4
32,Classical 2,1BbQIyPnuhVIlJEqPcY3Ug,"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",Classical,0.252,0.0578,1,-26.184,1,0.0518,0.953,0.0163,0.0721,0.0391,108.013,audio_features,spotify:track:1BbQIyPnuhVIlJEqPcY3Ug,https://api.spotify.com/v1/tracks/1BbQIyPnuhVIlJEqPcY3Ug,https://api.spotify.com/v1/audio-analysis/1BbQIyPnuhVIlJEqPcY3Ug,141707,4
33,Classical 2,2oUX4i8ByoaDrHHz9z5Bga,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14a, Pas de deux. Andante maestoso",Classical,0.139,0.148,7,-18.882,1,0.0386,0.929,0.954,0.106,0.0788,142.536,audio_features,spotify:track:2oUX4i8ByoaDrHHz9z5Bga,https://api.spotify.com/v1/tracks/2oUX4i8ByoaDrHHz9z5Bga,https://api.spotify.com/v1/audio-analysis/2oUX4i8ByoaDrHHz9z5Bga,306533,3
34,Classical 2,0pjCsB0XNSyqM9UazlTODC,Jazz Suite No. 2: VI. Waltz 2,Classical,0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,audio_features,spotify:track:0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/tracks/0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/audio-analysis/0pjCsB0XNSyqM9UazlTODC,193600,4
35,Classical 2,4oJHRgjGYeqxpSJhCV5sYN,"Cello Concerto No. 2 in D Minor, Op. 119: II. Allegro non troppo - Cadenza - Molto allegro",Classical,0.273,0.099,2,-21.795,1,0.0439,0.968,0.635,0.0844,0.112,89.676,audio_features,spotify:track:4oJHRgjGYeqxpSJhCV5sYN,https://api.spotify.com/v1/tracks/4oJHRgjGYeqxpSJhCV5sYN,https://api.spotify.com/v1/audio-analysis/4oJHRgjGYeqxpSJhCV5sYN,360680,4
36,Classical 2,0NRZZSigyeXDAEn0OJ3z8t,Victor's Piano Solo Chopin Style,Classical,0.311,0.0273,1,-20.361,0,0.0366,0.96,0.894,0.114,0.143,137.268,audio_features,spotify:track:0NRZZSigyeXDAEn0OJ3z8t,https://api.spotify.com/v1/tracks/0NRZZSigyeXDAEn0OJ3z8t,https://api.spotify.com/v1/audio-analysis/0NRZZSigyeXDAEn0OJ3z8t,81345,3
37,Classical 2,2f2egGUYIOUjcFG3EDFg2F,Masquerade Suite: Maskarad (Masquerade): I. Waltz,Classical,0.299,0.259,0,-17.679,1,0.0293,0.838,0.951,0.1,0.202,94.311,audio_features,spotify:track:2f2egGUYIOUjcFG3EDFg2F,https://api.spotify.com/v1/tracks/2f2egGUYIOUjcFG3EDFg2F,https://api.spotify.com/v1/audio-analysis/2f2egGUYIOUjcFG3EDFg2F,262000,4
38,Easy 2,1GTn7gpcSSP7yHkiAPHUWw,Everyday Feels Like Sunday,Easy,0.718,0.45,11,-8.136,0,0.0357,0.779,1.22e-06,0.126,0.568,89.933,audio_features,spotify:track:1GTn7gpcSSP7yHkiAPHUWw,https://api.spotify.com/v1/tracks/1GTn7gpcSSP7yHkiAPHUWw,https://api.spotify.com/v1/audio-analysis/1GTn7gpcSSP7yHkiAPHUWw,139930,4
39,Easy 2,7F6PtLP6fJPVtA1FWVkl8K,Shouldn't Be,Easy,0.647,0.294,6,-10.344,0,0.0312,0.728,0.0,0.123,0.323,124.999,audio_features,spotify:track:7F6PtLP6fJPVtA1FWVkl8K,https://api.spotify.com/v1/tracks/7F6PtLP6fJPVtA1FWVkl8K,https://api.spotify.com/v1/audio-analysis/7F6PtLP6fJPVtA1FWVkl8K,210480,3
40,Easy 2,5NF5TV9zGZ9QLKLf7Oq05T,Used to Me,Easy,0.797,0.512,5,-7.315,0,0.143,0.318,8.98e-06,0.352,0.691,100.029,audio_features,spotify:track:5NF5TV9zGZ9QLKLf7Oq05T,https://api.spotify.com/v1/tracks/5NF5TV9zGZ9QLKLf7Oq05T,https://api.spotify.com/v1/audio-analysis/5NF5TV9zGZ9QLKLf7Oq05T,179544,4
41,Easy 2,7es56D0QedGMsK39wl2yFX,Happier Than Ever,Easy,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,spotify:track:7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
42,Easy 2,7es56D0QedGMsK39wl2yFX,Happier Than Ever,Easy,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,spotify:track:7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
43,Easy,7es56D0QedGMsK39wl2yFX,Happier Than Ever,Easy,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,spotify:track:7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
44,Easy,7es56D0QedGMsK39wl2yFX,Happier Than Ever,Easy,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,spotify:track:7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
45,Easy 2,2p9Ac0KQAUfOIXXWAxlzmM,Paragraphs,Easy,0.51,0.361,2,-9.913,1,0.0576,0.827,8.01e-06,0.28,0.208,73.354,audio_features,spotify:track:2p9Ac0KQAUfOIXXWAxlzmM,https://api.spotify.com/v1/tracks/2p9Ac0KQAUfOIXXWAxlzmM,https://api.spotify.com/v1/audio-analysis/2p9Ac0KQAUfOIXXWAxlzmM,233544,4
46,Easy 2,71nnhckUPfuphvyYJx6l01,Home,Easy,0.808,0.331,0,-8.216,1,0.0439,0.254,1.61e-05,0.13,0.418,93.006,audio_features,spotify:track:71nnhckUPfuphvyYJx6l01,https://api.spotify.com/v1/tracks/71nnhckUPfuphvyYJx6l01,https://api.spotify.com/v1/audio-analysis/71nnhckUPfuphvyYJx6l01,170952,4
47,Easy 2,6D6HVKe7Qu3imn4zzJD0W9,drunk,Easy,0.691,0.389,4,-8.247,1,0.0367,0.765,0.0,0.0941,0.306,104.952,audio_features,spotify:track:6D6HVKe7Qu3imn4zzJD0W9,https://api.spotify.com/v1/tracks/6D6HVKe7Qu3imn4zzJD0W9,https://api.spotify.com/v1/audio-analysis/6D6HVKe7Qu3imn4zzJD0W9,227032,4
48,Easy 2,7fEI29hmaWcCMPi8VJf33C,Us Without Me,Easy,0.47,0.217,7,-12.612,1,0.03,0.464,0.0,0.158,0.215,79.941,audio_features,spotify:track:7fEI29hmaWcCMPi8VJf33C,https://api.spotify.com/v1/tracks/7fEI29hmaWcCMPi8VJf33C,https://api.spotify.com/v1/audio-analysis/7fEI29hmaWcCMPi8VJf33C,200040,4
49,Easy 2,27X15kptwVSlgrxLr0YtUt,on ur mind,Easy,0.785,0.194,7,-12.48,1,0.0427,0.813,0.213,0.0684,0.316,81.995,audio_features,spotify:track:27X15kptwVSlgrxLr0YtUt,https://api.spotify.com/v1/tracks/27X15kptwVSlgrxLr0YtUt,https://api.spotify.com/v1/audio-analysis/27X15kptwVSlgrxLr0YtUt,155122,4
50,Easy 2,4kfjA6WfgKBt7I7YKuDCkU,Blue Jeans,Easy,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,audio_features,spotify:track:4kfjA6WfgKBt7I7YKuDCkU,https://api.spotify.com/v1/tracks/4kfjA6WfgKBt7I7YKuDCkU,https://api.spotify.com/v1/audio-analysis/4kfjA6WfgKBt7I7YKuDCkU,211483,3
51,Easy 2,0rbKrBvZUYY9GN9l057BuY,"always, i'll care",Easy,0.732,0.221,6,-12.623,1,0.056,0.897,2.62e-05,0.11,0.677,105.165,audio_features,spotify:track:0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/tracks/0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/audio-analysis/0rbKrBvZUYY9GN9l057BuY,146160,4
52,Easy 2,2SifZIrXCniYtvhoPCf8sz,Obvious,Easy,0.648,0.382,11,-6.973,0,0.168,0.544,0.0,0.349,0.629,150.05,audio_features,spotify:track:2SifZIrXCniYtvhoPCf8sz,https://api.spotify.com/v1/tracks/2SifZIrXCniYtvhoPCf8sz,https://api.spotify.com/v1/audio-analysis/2SifZIrXCniYtvhoPCf8sz,185922,3
53,Easy 2,3lG6BAEvOIuLikSIS95iO7,A Little Bit Longer,Easy,0.625,0.0736,4,-20.302,0,0.0572,0.83,0.000145,0.122,0.398,87.908,audio_features,spotify:track:3lG6BAEvOIuLikSIS95iO7,https://api.spotify.com/v1/tracks/3lG6BAEvOIuLikSIS95iO7,https://api.spotify.com/v1/audio-analysis/3lG6BAEvOIuLikSIS95iO7,150345,4
54,Easy 2,2nzED6Q3yWuvSQnxw6QTlU,If I Could Ride a Bike,Easy,0.453,0.14,1,-10.434,1,0.0592,0.848,0.0,0.0903,0.392,75.211,audio_features,spotify:track:2nzED6Q3yWuvSQnxw6QTlU,https://api.spotify.com/v1/tracks/2nzED6Q3yWuvSQnxw6QTlU,https://api.spotify.com/v1/audio-analysis/2nzED6Q3yWuvSQnxw6QTlU,203590,3
55,Easy 2,1dD3ypA5IX9d773o1BqOWM,Before We Croak,Easy,0.758,0.305,8,-9.621,1,0.035,0.96,0.00354,0.298,0.395,120.987,audio_features,spotify:track:1dD3ypA5IX9d773o1BqOWM,https://api.spotify.com/v1/tracks/1dD3ypA5IX9d773o1BqOWM,https://api.spotify.com/v1/audio-analysis/1dD3ypA5IX9d773o1BqOWM,144793,4
56,Easy 2,4XH3NVhqdG3SPENAH6Aqtu,Bubblegum Party,Easy,0.773,0.37,7,-6.092,1,0.0403,0.598,0.0,0.118,0.47,123.03,audio_features,spotify:track:4XH3NVhqdG3SPENAH6Aqtu,https://api.spotify.com/v1/tracks/4XH3NVhqdG3SPENAH6Aqtu,https://api.spotify.com/v1/audio-analysis/4XH3NVhqdG3SPENAH6Aqtu,163575,4
57,Easy 2,72sfmdpuO5r8cBDgs7MqZZ,UNDERSTAND,Easy,0.379,0.208,5,-13.858,1,0.0426,0.94,1.05e-06,0.114,0.163,82.085,audio_features,spotify:track:72sfmdpuO5r8cBDgs7MqZZ,https://api.spotify.com/v1/tracks/72sfmdpuO5r8cBDgs7MqZZ,https://api.spotify.com/v1/audio-analysis/72sfmdpuO5r8cBDgs7MqZZ,150520,3
58,Easy 2,49QEJdbU9mf4VUXReOpZ9u,Traingazing,Easy,0.852,0.362,11,-10.055,1,0.0664,0.693,0.00536,0.14,0.562,137.542,audio_features,spotify:track:49QEJdbU9mf4VUXReOpZ9u,https://api.spotify.com/v1/tracks/49QEJdbU9mf4VUXReOpZ9u,https://api.spotify.com/v1/audio-analysis/49QEJdbU9mf4VUXReOpZ9u,214160,4
59,Easy 2,2rpfBHpyClysMiKYXbeH3e,Ikea Date (demo),Easy,0.923,0.062,0,-16.214,1,0.0787,0.893,0.0,0.0696,0.699,106.865,audio_features,spotify:track:2rpfBHpyClysMiKYXbeH3e,https://api.spotify.com/v1/tracks/2rpfBHpyClysMiKYXbeH3e,https://api.spotify.com/v1/audio-analysis/2rpfBHpyClysMiKYXbeH3e,146916,4
60,Idfk2,1q8DwZtQen5fvyB7cKbShC,Walkin,Rap,0.557,0.654,11,-7.201,0,0.196,0.134,0.0,0.291,0.386,135.983,audio_features,spotify:track:1q8DwZtQen5fvyB7cKbShC,https://api.spotify.com/v1/tracks/1q8DwZtQen5fvyB7cKbShC,https://api.spotify.com/v1/audio-analysis/1q8DwZtQen5fvyB7cKbShC,280000,4
61,Idfk2,5EIkdrmuu2xkoQWOWjoeFY,Dynasties & Dystopia (from the series Arcane League of Legends),Rap,0.703,0.834,1,-5.134,1,0.0603,0.0139,0.0,0.1,0.863,153.97,audio_features,spotify:track:5EIkdrmuu2xkoQWOWjoeFY,https://api.spotify.com/v1/tracks/5EIkdrmuu2xkoQWOWjoeFY,https://api.spotify.com/v1/audio-analysis/5EIkdrmuu2xkoQWOWjoeFY,178080,4
62,Idfk2,59fFsGRwFiuhxKDPc1k6xW,Opp Stoppa (feat. 21 Savage),Rap,0.829,0.343,2,-4.937,0,0.102,0.00734,0.0,0.179,0.312,78.035,audio_features,spotify:track:59fFsGRwFiuhxKDPc1k6xW,https://api.spotify.com/v1/tracks/59fFsGRwFiuhxKDPc1k6xW,https://api.spotify.com/v1/audio-analysis/59fFsGRwFiuhxKDPc1k6xW,135431,4
63,Idfk2,2PWVxWymGDZKj5BZJB7dAR,GOATED. (feat. Denzel Curry),Rap,0.947,0.479,0,-8.18,1,0.107,0.00961,3.17e-06,0.327,0.468,123.075,audio_features,spotify:track:2PWVxWymGDZKj5BZJB7dAR,https://api.spotify.com/v1/tracks/2PWVxWymGDZKj5BZJB7dAR,https://api.spotify.com/v1/audio-analysis/2PWVxWymGDZKj5BZJB7dAR,197381,4
64,Idfk2,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),Rap,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,audio_features,spotify:track:1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u,229938,4
