,playlist,id,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
249,Easy,5dyihZecYMcEPq09Bk2OL2,Robin Hood,Easy,0.731,0.153,4,-14.409,1,0.0562,0.952,0.0,0.134,0.324,78.072,audio_features,spotify:track:5dyihZecYMcEPq09Bk2OL2,https://api.spotify.com/v1/tracks/5dyihZecYMcEPq09Bk2OL2,https://api.spotify.com/v1/audio-analysis/5dyihZecYMcEPq09Bk2OL2,221538,4
250,Easy,2vzWylXWogTG11HR0frews,I Can't Carry This Anymore,Easy,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.355,0.456,166.603,audio_features,spotify:track:2vzWylXWogTG11HR0frews,https://api.spotify.com/v1/tracks/2vzWylXWogTG11HR0frews,https://api.spotify.com/v1/audio-analysis/2vzWylXWogTG11HR0frews,200000,4
251,Easy,6I0KEvFfWszVJiCy5hum4V,Let's Fall in Love for the Night,Easy,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.918,audio_features,spotify:track:6I0KEvFfWszVJiCy5hum4V,https://api.spotify.com/v1/tracks/6I0KEvFfWszVJiCy5hum4V,https://api.spotify.com/v1/audio-analysis/6I0KEvFfWszVJiCy5hum4V,190348,4
252,Easy,6VhHEXZrTDnmDJeNrDFQbi,2 soon,Easy,0.517,0.663,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,audio_features,spotify:track:6VhHEXZrTDnmDJeNrDFQbi,https://api.spotify.com/v1/tracks/6VhHEXZrTDnmDJeNrDFQbi,https://api.spotify.com/v1/audio-analysis/6VhHEXZrTDnmDJeNrDFQbi,206512,4
253,Easy,7ivYWXqrPLs66YwakDuSim,like i need u,Easy,0.748,0.465,5,-8.163,1,0.0869,0.399,0.0,0.294,0.412,119.872,audio_features,spotify:track:7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/tracks/7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/audio-analysis/7ivYWXqrPLs66YwakDuSim,182679,4
254,Easy,2vRDFgdJiILUdDOLL8hLH3,Lover Boy 88,Easy,0.734,0.699,11,-6.689,1,0.0614,0.349,0.0,0.261,0.5,109.979,audio_features,spotify:track:2vRDFgdJiILUdDOLL8hLH3,https://api.spotify.com/v1/tracks/2vRDFgdJiILUdDOLL8hLH3,https://api.spotify.com/v1/audio-analysis/2vRDFgdJiILUdDOLL8hLH3,233033,4
255,Old,06UkYE0SZ3Y8zGRFOuWGAe,It's Always You - Vocal Version,Old,0.499,0.0341,8,-22.31,1,0.0417,0.923,5.27e-05,0.131,0.31,81.735,audio_features,spotify:track:06UkYE0SZ3Y8zGRFOuWGAe,https://api.spotify.com/v1/tracks/06UkYE0SZ3Y8zGRFOuWGAe,https://api.spotify.com/v1/audio-analysis/06UkYE0SZ3Y8zGRFOuWGAe,215467,4
256,Old,0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily,Old,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,spotify:track:0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc,201440,4
257,Old,7fKA60i4JhkavVw7fQFOHS,Why Try to Change Me Now,Old,0.479,0.0753,10,-15.351,1,0.0382,0.923,8.6e-06,0.153,0.157,111.651,audio_features,spotify:track:7fKA60i4JhkavVw7fQFOHS,https://api.spotify.com/v1/tracks/7fKA60i4JhkavVw7fQFOHS,https://api.spotify.com/v1/audio-analysis/7fKA60i4JhkavVw7fQFOHS,316840,4
258,Old,4kF394GKEnI13QdZBM9mxM,Misty,Old,0.359,0.109,8,-14.113,0,0.039,0.995,0.00348,0.12,0.234,88.423,audio_features,spotify:track:4kF394GKEnI13QdZBM9mxM,https://api.spotify.com/v1/tracks/4kF394GKEnI13QdZBM9mxM,https://api.spotify.com/v1/audio-analysis/4kF394GKEnI13QdZBM9mxM,174067,1
259,Old,5QnCtH7euld6R68UwcWrte,(I Love You) For Sentimental Reasons,Old,0.325,0.0418,1,-24.757,1,0.0363,0.977,0.0141,0.117,0.242,65.888,audio_features,spotify:track:5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/tracks/5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/audio-analysis/5QnCtH7euld6R68UwcWrte,184467,4
260,Old,6f3l2qKZV3adliVZjsBgn3,It's So Peaceful In The Country,Old,0.469,0.0523,0,-16.662,1,0.0662,0.992,2.5e-06,0.0935,0.304,49.671,audio_features,spotify:track:6f3l2qKZV3adliVZjsBgn3,https://api.spotify.com/v1/tracks/6f3l2qKZV3adliVZjsBgn3,https://api.spotify.com/v1/audio-analysis/6f3l2qKZV3adliVZjsBgn3,196973,3
261,Old,777zXDJpBufzttU4AJ2dGO,I Don't Want To Set The World On Fire,Old,0.445,0.146,5,-16.064,1,0.0333,0.962,1.05e-05,0.249,0.332,86.637,audio_features,spotify:track:777zXDJpBufzttU4AJ2dGO,https://api.spotify.com/v1/tracks/777zXDJpBufzttU4AJ2dGO,https://api.spotify.com/v1/audio-analysis/777zXDJpBufzttU4AJ2dGO,181067,4
262,Old,0PTxTQyfLKWgaRhiA3JqQn,Dream A Little Dream of Me,Old,0.506,0.176,0,-14.056,1,0.0383,0.942,3.81e-05,0.104,0.257,73.896,audio_features,spotify:track:0PTxTQyfLKWgaRhiA3JqQn,https://api.spotify.com/v1/tracks/0PTxTQyfLKWgaRhiA3JqQn,https://api.spotify.com/v1/audio-analysis/0PTxTQyfLKWgaRhiA3JqQn,224874,4
263,Old,45Ucre28FuNGYxHG7ZlAQ4,I Miss You So,Old,0.583,0.119,5,-16.837,1,0.0343,0.975,0.00343,0.113,0.211,76.08,audio_features,spotify:track:45Ucre28FuNGYxHG7ZlAQ4,https://api.spotify.com/v1/tracks/45Ucre28FuNGYxHG7ZlAQ4,https://api.spotify.com/v1/audio-analysis/45Ucre28FuNGYxHG7ZlAQ4,184160,4
264,Old,6ST3Punch0Y5lvKpNzxa6Q,So Tired,Old,0.414,0.0748,6,-12.485,1,0.0313,0.983,1.08e-06,0.11,0.241,92.967,audio_features,spotify:track:6ST3Punch0Y5lvKpNzxa6Q,https://api.spotify.com/v1/tracks/6ST3Punch0Y5lvKpNzxa6Q,https://api.spotify.com/v1/audio-analysis/6ST3Punch0Y5lvKpNzxa6Q,169907,4
265,Old,5DIVWgTeJ2fPIxaY9e7ZKn,I've Got A Crush On You,Old,0.455,0.106,2,-14.086,1,0.0422,0.986,0.0,0.122,0.258,66.807,audio_features,spotify:track:5DIVWgTeJ2fPIxaY9e7ZKn,https://api.spotify.com/v1/tracks/5DIVWgTeJ2fPIxaY9e7ZKn,https://api.spotify.com/v1/audio-analysis/5DIVWgTeJ2fPIxaY9e7ZKn,196440,4
266,Old,17XdGYRzYd0bbVTlghPF1Y,No Other Love,Old,0.411,0.0604,8,-15.627,1,0.0321,0.974,0.00395,0.114,0.237,98.463,audio_features,spotify:track:17XdGYRzYd0bbVTlghPF1Y,https://api.spotify.com/v1/tracks/17XdGYRzYd0bbVTlghPF1Y,https://api.spotify.com/v1/audio-analysis/17XdGYRzYd0bbVTlghPF1Y,179867,4
267,Old,4s6DpXuVpOg5sxhELsISAf,The Things We Did Last Summer - Remastered 1991,Old,0.276,0.129,4,-17.252,1,0.0364,0.984,0.00021,0.298,0.232,60.29,audio_features,spotify:track:4s6DpXuVpOg5sxhELsISAf,https://api.spotify.com/v1/tracks/4s6DpXuVpOg5sxhELsISAf,https://api.spotify.com/v1/audio-analysis/4s6DpXuVpOg5sxhELsISAf,182973,3
268,Old,1xlyVmdCo5lMRIzuMlAUF7,I'm Glad There Is You,Old,0.492,0.0671,10,-15.671,0,0.0399,0.958,0.000968,0.109,0.165,124.908,audio_features,spotify:track:1xlyVmdCo5lMRIzuMlAUF7,https://api.spotify.com/v1/tracks/1xlyVmdCo5lMRIzuMlAUF7,https://api.spotify.com/v1/audio-analysis/1xlyVmdCo5lMRIzuMlAUF7,147413,4
269,Old,0qB213IfGN0JXXm9aRjldF,Again (with The Mellomen),Old,0.462,0.0208,3,-21.329,1,0.035,0.981,1.13e-06,0.0753,0.148,60.032,audio_features,spotify:track:0qB213IfGN0JXXm9aRjldF,https://api.spotify.com/v1/tracks/0qB213IfGN0JXXm9aRjldF,https://api.spotify.com/v1/audio-analysis/0qB213IfGN0JXXm9aRjldF,167907,4
270,Old,0HMLSpe9wluD1siMZ6dBqR,I'm Confessin' (That I Love You),Old,0.24,0.0186,1,-23.65,1,0.0364,0.956,1.83e-06,0.12,0.115,81.473,audio_features,spotify:track:0HMLSpe9wluD1siMZ6dBqR,https://api.spotify.com/v1/tracks/0HMLSpe9wluD1siMZ6dBqR,https://api.spotify.com/v1/audio-analysis/0HMLSpe9wluD1siMZ6dBqR,163707,4
271,Old,7n8HjcaEQzwwpyxHdjWjQq,Till There Was You,Old,0.484,0.0631,7,-16.494,1,0.0353,0.972,0.000292,0.143,0.243,136.482,audio_features,spotify:track:7n8HjcaEQzwwpyxHdjWjQq,https://api.spotify.com/v1/tracks/7n8HjcaEQzwwpyxHdjWjQq,https://api.spotify.com/v1/audio-analysis/7n8HjcaEQzwwpyxHdjWjQq,126293,4
272,Old,2H7VbIlKJefU5BTsHhYxuO,You Always Hurt The One You Love - 1958 version,Old,0.516,0.081,7,-18.345,0,0.0602,0.939,2.48e-05,0.367,0.352,138.69,audio_features,spotify:track:2H7VbIlKJefU5BTsHhYxuO,https://api.spotify.com/v1/tracks/2H7VbIlKJefU5BTsHhYxuO,https://api.spotify.com/v1/audio-analysis/2H7VbIlKJefU5BTsHhYxuO,193440,4
273,Old,7s0ZliVrPsRNdDcTuTlBOJ,Nevertheless (I'm In Love With You) - 1958 version,Old,0.559,0.0508,0,-21.273,1,0.0368,0.974,0.0,0.0849,0.23,79.236,audio_features,spotify:track:7s0ZliVrPsRNdDcTuTlBOJ,https://api.spotify.com/v1/tracks/7s0ZliVrPsRNdDcTuTlBOJ,https://api.spotify.com/v1/audio-analysis/7s0ZliVrPsRNdDcTuTlBOJ,167200,4
274,Old,79nMHWTfds6KJu5zWQbQ4n,If I Had You,Old,0.52,0.0206,2,-22.868,0,0.0486,0.961,0.000435,0.0981,0.109,118.424,audio_features,spotify:track:79nMHWTfds6KJu5zWQbQ4n,https://api.spotify.com/v1/tracks/79nMHWTfds6KJu5zWQbQ4n,https://api.spotify.com/v1/audio-analysis/79nMHWTfds6KJu5zWQbQ4n,230067,4
275,Old,3xZe0jFAwc3akvChOrPS7u,You Belong To Me,Old,0.371,0.145,5,-14.587,1,0.0315,0.945,0.0,0.112,0.167,68.722,audio_features,spotify:track:3xZe0jFAwc3akvChOrPS7u,https://api.spotify.com/v1/tracks/3xZe0jFAwc3akvChOrPS7u,https://api.spotify.com/v1/audio-analysis/3xZe0jFAwc3akvChOrPS7u,192560,4
276,Old,3CU98VCEv6IwQHOayACaBA,I Wish You The Best Of Everything,Old,0.552,0.099,2,-16.572,1,0.0545,0.974,0.119,0.114,0.254,90.387,audio_features,spotify:track:3CU98VCEv6IwQHOayACaBA,https://api.spotify.com/v1/tracks/3CU98VCEv6IwQHOayACaBA,https://api.spotify.com/v1/audio-analysis/3CU98VCEv6IwQHOayACaBA,193067,4
277,Old,2Pi0rY9FcbaecqO0AyhXbu,I'll Never Smile Again,Old,0.34,0.144,0,-16.383,1,0.0285,0.993,0.776,0.418,0.0655,85.399,audio_features,spotify:track:2Pi0rY9FcbaecqO0AyhXbu,https://api.spotify.com/v1/tracks/2Pi0rY9FcbaecqO0AyhXbu,https://api.spotify.com/v1/audio-analysis/2Pi0rY9FcbaecqO0AyhXbu,189467,4
278,Old,5DTOOkooKFUvWj1XQTFa09,The End of the World,Old,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.432,94.268,audio_features,spotify:track:5DTOOkooKFUvWj1XQTFa09,https://api.spotify.com/v1/tracks/5DTOOkooKFUvWj1XQTFa09,https://api.spotify.com/v1/audio-analysis/5DTOOkooKFUvWj1XQTFa09,157573,3
279,Old,2jPgfwVXOKnUl2QLQsnIAT,If I Didn't Care,Old,0.417,0.123,6,-16.572,0,0.0377,0.993,0.0125,0.143,0.18,137.444,audio_features,spotify:track:2jPgfwVXOKnUl2QLQsnIAT,https://api.spotify.com/v1/tracks/2jPgfwVXOKnUl2QLQsnIAT,https://api.spotify.com/v1/audio-analysis/2jPgfwVXOKnUl2QLQsnIAT,181973,3
280,Old,4QxDOjgpYtQDxxbWPuEJOy,L-O-V-E,Old,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4
281,Old,7co1Qx9zMeNVM4OKIEYMGI,Can't You See It,Old,0.559,0.223,11,-13.364,1,0.0493,0.613,0.0,0.159,0.492,122.464,audio_features,spotify:track:7co1Qx9zMeNVM4OKIEYMGI,https://api.spotify.com/v1/tracks/7co1Qx9zMeNVM4OKIEYMGI,https://api.spotify.com/v1/audio-analysis/7co1Qx9zMeNVM4OKIEYMGI,146307,4
282,Old,7f6AAixCrVar1ZY7RPHDfM,Cry Me A River,Old,0.496,0.0688,4,-14.927,0,0.0545,0.964,0.00229,0.112,0.161,119.898,audio_features,spotify:track:7f6AAixCrVar1ZY7RPHDfM,https://api.spotify.com/v1/tracks/7f6AAixCrVar1ZY7RPHDfM,https://api.spotify.com/v1/audio-analysis/7f6AAixCrVar1ZY7RPHDfM,178573,4
283,Old,3NWbd7KcJgEpj5ixc9Yrad,The Gentleman Is A Dope,Old,0.58,0.124,9,-20.579,0,0.0448,0.907,0.0,0.113,0.472,148.996,audio_features,spotify:track:3NWbd7KcJgEpj5ixc9Yrad,https://api.spotify.com/v1/tracks/3NWbd7KcJgEpj5ixc9Yrad,https://api.spotify.com/v1/audio-analysis/3NWbd7KcJgEpj5ixc9Yrad,256027,4
284,Old,6crfO56bDm0RjpctUuGs5X,I'm In The Mood For Love,Old,0.58,0.0545,9,-14.594,0,0.0473,0.963,0.000265,0.0967,0.177,123.341,audio_features,spotify:track:6crfO56bDm0RjpctUuGs5X,https://api.spotify.com/v1/tracks/6crfO56bDm0RjpctUuGs5X,https://api.spotify.com/v1/audio-analysis/6crfO56bDm0RjpctUuGs5X,149827,4
285,Old,4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Old,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,audio_features,spotify:track:4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/tracks/4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/audio-analysis/4l9hml2UCnxoNI3yCdL1BW,141133,4
286,Old,7Kqk5EpwqiukPkDutSFFZk,Did I Remember,Old,0.677,0.264,8,-9.111,1,0.0357,0.904,0.00601,0.0825,0.438,120.974,audio_features,spotify:track:7Kqk5EpwqiukPkDutSFFZk,https://api.spotify.com/v1/tracks/7Kqk5EpwqiukPkDutSFFZk,https://api.spotify.com/v1/audio-analysis/7Kqk5EpwqiukPkDutSFFZk,206653,4
287,Old,1sJnKCMOkGvcRPes8Tln2x,My Kind of Night,Old,0.84,0.178,10,-11.133,1,0.07,0.973,0.0,0.113,0.529,114.412,audio_features,spotify:track:1sJnKCMOkGvcRPes8Tln2x,https://api.spotify.com/v1/tracks/1sJnKCMOkGvcRPes8Tln2x,https://api.spotify.com/v1/audio-analysis/1sJnKCMOkGvcRPes8Tln2x,123711,4
288,Old,4m6OC8u2rC6LMFtFWsME7d,Time After Time - Vocal Version,Old,0.501,0.0454,0,-18.783,1,0.0388,0.938,3.76e-05,0.2,0.255,99.783,audio_features,spotify:track:4m6OC8u2rC6LMFtFWsME7d,https://api.spotify.com/v1/tracks/4m6OC8u2rC6LMFtFWsME7d,https://api.spotify.com/v1/audio-analysis/4m6OC8u2rC6LMFtFWsME7d,166760,4
